Strategy,N_Params,Success Rate (%),Total Cost,Cost-Effectiveness,Parameters,Magnitudes,Budget
k_trust_destruction↓10% + k_degradation↓30%,2,0,2150,0.0,"k_trust_destruction, k_degradation","10%, 30%",6000
k_trust_destruction↓20% + k_degradation↓10%,2,0,1550,0.0,"k_trust_destruction, k_degradation","20%, 10%",6000
k_trust_destruction↓20% + k_degradation↓20%,2,0,2100,0.0,"k_trust_destruction, k_degradation","20%, 20%",6000
k_trust_destruction↓20% + k_degradation↓30%,2,0,2650,0.0,"k_trust_destruction, k_degradation","20%, 30%",6000
k_trust_destruction↓30% + k_degradation↓10%,2,0,2050,0.0,"k_trust_destruction, k_degradation","30%, 10%",6000
k_trust_destruction↓30% + k_degradation↓20%,2,0,2600,0.0,"k_trust_destruction, k_degradation","30%, 20%",6000
k_trust_destruction↓30% + k_degradation↓30%,2,0,3150,0.0,"k_trust_destruction, k_degradation","30%, 30%",6000
k_trust_destruction↓10% + k_violence_decay↑10%,2,0,900,0.0,"k_trust_destruction, k_violence_decay","10%, 10%",6000
k_trust_destruction↓10% + k_violence_decay↑20%,2,0,1300,0.0,"k_trust_destruction, k_violence_decay","10%, 20%",6000
k_trust_destruction↓10% + k_violence_decay↑30%,2,0,1700,0.0,"k_trust_destruction, k_violence_decay","10%, 30%",6000
k_trust_destruction↓20% + k_violence_decay↑10%,2,0,1400,0.0,"k_trust_destruction, k_violence_decay","20%, 10%",6000
k_trust_destruction↓20% + k_violence_decay↑20%,2,0,1800,0.0,"k_trust_destruction, k_violence_decay","20%, 20%",6000
k_trust_destruction↓20% + k_violence_decay↑30%,2,0,2200,0.0,"k_trust_destruction, k_violence_decay","20%, 30%",6000
k_trust_destruction↓30% + k_violence_decay↑10%,2,0,1900,0.0,"k_trust_destruction, k_violence_decay","30%, 10%",6000
k_trust_destruction↓30% + k_violence_decay↑20%,2,0,2300,0.0,"k_trust_destruction, k_violence_decay","30%, 20%",6000
k_trust_destruction↓30% + k_violence_decay↑30%,2,0,2700,0.0,"k_trust_destruction, k_violence_decay","30%, 30%",6000
k_trust_destruction↓10% + E_threshold↓10%,2,0,850,0.0,"k_trust_destruction, E_threshold","10%, 10%",6000
k_trust_destruction↓10% + E_threshold↓20%,2,0,1200,0.0,"k_trust_destruction, E_threshold","10%, 20%",6000
k_trust_destruction↓10% + E_threshold↓30%,2,0,1550,0.0,"k_trust_destruction, E_threshold","10%, 30%",6000
k_trust_destruction↓20% + E_threshold↓10%,2,0,1350,0.0,"k_trust_destruction, E_threshold","20%, 10%",6000
k_trust_destruction↓20% + E_threshold↓20%,2,0,1700,0.0,"k_trust_destruction, E_threshold","20%, 20%",6000
k_trust_destruction↓20% + E_threshold↓30%,2,0,2050,0.0,"k_trust_destruction, E_threshold","20%, 30%",6000
k_trust_destruction↓30% + E_threshold↓10%,2,0,1850,0.0,"k_trust_destruction, E_threshold","30%, 10%",6000
k_trust_destruction↓30% + E_threshold↓20%,2,0,2200,0.0,"k_trust_destruction, E_threshold","30%, 20%",6000
k_trust_destruction↓30% + E_threshold↓30%,2,0,2550,0.0,"k_trust_destruction, E_threshold","30%, 30%",6000
k_trust_destruction↓10% + T_threshold_weak_strong↓10%,2,0,800,0.0,"k_trust_destruction, T_threshold_weak_strong","10%, 10%",6000
k_trust_destruction↓10% + T_threshold_weak_strong↓20%,2,0,1100,0.0,"k_trust_destruction, T_threshold_weak_strong","10%, 20%",6000
k_trust_destruction↓10% + T_threshold_weak_strong↓30%,2,0,1400,0.0,"k_trust_destruction, T_threshold_weak_strong","10%, 30%",6000
k_trust_destruction↓20% + T_threshold_weak_strong↓10%,2,0,1300,0.0,"k_trust_destruction, T_threshold_weak_strong","20%, 10%",6000
k_trust_destruction↓20% + T_threshold_weak_strong↓20%,2,0,1600,0.0,"k_trust_destruction, T_threshold_weak_strong","20%, 20%",6000
k_trust_destruction↓20% + T_threshold_weak_strong↓30%,2,0,1900,0.0,"k_trust_destruction, T_threshold_weak_strong","20%, 30%",6000
k_trust_destruction↓30% + T_threshold_weak_strong↓10%,2,0,1800,0.0,"k_trust_destruction, T_threshold_weak_strong","30%, 10%",6000
k_trust_destruction↓30% + T_threshold_weak_strong↓20%,2,0,2100,0.0,"k_trust_destruction, T_threshold_weak_strong","30%, 20%",6000
k_trust_destruction↓30% + T_threshold_weak_strong↓30%,2,0,2400,0.0,"k_trust_destruction, T_threshold_weak_strong","30%, 30%",6000
k_trust_destruction↓10% + T_threshold_detached_weak↓10%,2,0,880,0.0,"k_trust_destruction, T_threshold_detached_weak","10%, 10%",6000
k_trust_destruction↓10% + T_threshold_detached_weak↓20%,2,0,1260,0.0,"k_trust_destruction, T_threshold_detached_weak","10%, 20%",6000
k_trust_destruction↓10% + T_threshold_detached_weak↓30%,2,0,1640,0.0,"k_trust_destruction, T_threshold_detached_weak","10%, 30%",6000
k_trust_destruction↓20% + T_threshold_detached_weak↓10%,2,0,1380,0.0,"k_trust_destruction, T_threshold_detached_weak","20%, 10%",6000
k_trust_destruction↓20% + T_threshold_detached_weak↓20%,2,0,1760,0.0,"k_trust_destruction, T_threshold_detached_weak","20%, 20%",6000
k_trust_destruction↓20% + T_threshold_detached_weak↓30%,2,0,2140,0.0,"k_trust_destruction, T_threshold_detached_weak","20%, 30%",6000
k_trust_destruction↓30% + T_threshold_detached_weak↓10%,2,0,1880,0.0,"k_trust_destruction, T_threshold_detached_weak","30%, 10%",6000
k_trust_destruction↓30% + T_threshold_detached_weak↓20%,2,0,2260,0.0,"k_trust_destruction, T_threshold_detached_weak","30%, 20%",6000
k_trust_destruction↓30% + T_threshold_detached_weak↓30%,2,0,2640,0.0,"k_trust_destruction, T_threshold_detached_weak","30%, 30%",6000
k_trust_destruction↓10% + detachment_threshold↑10%,2,0,820,0.0,"k_trust_destruction, detachment_threshold","10%, 10%",6000
k_trust_destruction↓10% + detachment_threshold↑20%,2,0,1140,0.0,"k_trust_destruction, detachment_threshold","10%, 20%",6000
k_trust_destruction↓10% + detachment_threshold↑30%,2,0,1460,0.0,"k_trust_destruction, detachment_threshold","10%, 30%",6000
k_trust_destruction↓20% + detachment_threshold↑10%,2,0,1320,0.0,"k_trust_destruction, detachment_threshold","20%, 10%",6000
k_trust_destruction↓20% + detachment_threshold↑20%,2,0,1640,0.0,"k_trust_destruction, detachment_threshold","20%, 20%",6000
k_trust_destruction↓20% + detachment_threshold↑30%,2,0,1960,0.0,"k_trust_destruction, detachment_threshold","20%, 30%",6000
k_trust_destruction↓30% + detachment_threshold↑10%,2,0,1820,0.0,"k_trust_destruction, detachment_threshold","30%, 10%",6000
k_trust_destruction↓30% + detachment_threshold↑20%,2,0,2140,0.0,"k_trust_destruction, detachment_threshold","30%, 20%",6000
k_trust_destruction↓30% + detachment_threshold↑30%,2,0,2460,0.0,"k_trust_destruction, detachment_threshold","30%, 30%",6000
k_trust_destruction↓10% + k_resource_depletion↓10%,2,0,750,0.0,"k_trust_destruction, k_resource_depletion","10%, 10%",6000
k_trust_destruction↓10% + k_resource_depletion↓20%,2,0,1000,0.0,"k_trust_destruction, k_resource_depletion","10%, 20%",6000
k_trust_destruction↓10% + k_resource_depletion↓30%,2,0,1250,0.0,"k_trust_destruction, k_resource_depletion","10%, 30%",6000
k_trust_destruction↓20% + k_resource_depletion↓10%,2,0,1250,0.0,"k_trust_destruction, k_resource_depletion","20%, 10%",6000
k_trust_destruction↓20% + k_resource_depletion↓20%,2,0,1500,0.0,"k_trust_destruction, k_resource_depletion","20%, 20%",6000
k_trust_destruction↓20% + k_resource_depletion↓30%,2,0,1750,0.0,"k_trust_destruction, k_resource_depletion","20%, 30%",6000
k_trust_destruction↓30% + k_resource_depletion↓10%,2,0,1750,0.0,"k_trust_destruction, k_resource_depletion","30%, 10%",6000
k_trust_destruction↓30% + k_resource_depletion↓20%,2,0,2000,0.0,"k_trust_destruction, k_resource_depletion","30%, 20%",6000
k_trust_destruction↓30% + k_resource_depletion↓30%,2,0,2250,0.0,"k_trust_destruction, k_resource_depletion","30%, 30%",6000
k_trust_destruction↓10% + k_economic_decay↓10%,2,0,720,0.0,"k_trust_destruction, k_economic_decay","10%, 10%",6000
k_trust_destruction↓10% + k_economic_decay↓20%,2,0,940,0.0,"k_trust_destruction, k_economic_decay","10%, 20%",6000
k_trust_destruction↓10% + k_economic_decay↓30%,2,0,1160,0.0,"k_trust_destruction, k_economic_decay","10%, 30%",6000
k_trust_destruction↓20% + k_economic_decay↓10%,2,0,1220,0.0,"k_trust_destruction, k_economic_decay","20%, 10%",6000
k_trust_destruction↓20% + k_economic_decay↓20%,2,0,1440,0.0,"k_trust_destruction, k_economic_decay","20%, 20%",6000
k_trust_destruction↓20% + k_economic_decay↓30%,2,0,1660,0.0,"k_trust_destruction, k_economic_decay","20%, 30%",6000
k_trust_destruction↓30% + k_economic_decay↓10%,2,0,1720,0.0,"k_trust_destruction, k_economic_decay","30%, 10%",6000
k_trust_destruction↓30% + k_economic_decay↓20%,2,0,1940,0.0,"k_trust_destruction, k_economic_decay","30%, 20%",6000
k_trust_destruction↓30% + k_economic_decay↓30%,2,0,2160,0.0,"k_trust_destruction, k_economic_decay","30%, 30%",6000
k_trust_destruction↓10% + Km_production↓10%,2,0,700,0.0,"k_trust_destruction, Km_production","10%, 10%",6000
k_trust_destruction↓10% + Km_production↓20%,2,0,900,0.0,"k_trust_destruction, Km_production","10%, 20%",6000
k_trust_destruction↓10% + Km_production↓30%,2,0,1100,0.0,"k_trust_destruction, Km_production","10%, 30%",6000
k_trust_destruction↓20% + Km_production↓10%,2,0,1200,0.0,"k_trust_destruction, Km_production","20%, 10%",6000
k_trust_destruction↓20% + Km_production↓20%,2,0,1400,0.0,"k_trust_destruction, Km_production","20%, 20%",6000
k_trust_destruction↓20% + Km_production↓30%,2,0,1600,0.0,"k_trust_destruction, Km_production","20%, 30%",6000
k_trust_destruction↓30% + Km_production↓10%,2,0,1700,0.0,"k_trust_destruction, Km_production","30%, 10%",6000
k_trust_destruction↓30% + Km_production↓20%,2,0,1900,0.0,"k_trust_destruction, Km_production","30%, 20%",6000
k_trust_destruction↓30% + Km_production↓30%,2,0,2100,0.0,"k_trust_destruction, Km_production","30%, 30%",6000
k_trust_destruction↓10% + Km_trust_economy↓10%,2,0,680,0.0,"k_trust_destruction, Km_trust_economy","10%, 10%",6000
k_trust_destruction↓10% + Km_trust_economy↓20%,2,0,860,0.0,"k_trust_destruction, Km_trust_economy","10%, 20%",6000
k_trust_destruction↓10% + Km_trust_economy↓30%,2,0,1040,0.0,"k_trust_destruction, Km_trust_economy","10%, 30%",6000
k_trust_destruction↓20% + Km_trust_economy↓10%,2,0,1180,0.0,"k_trust_destruction, Km_trust_economy","20%, 10%",6000
k_trust_destruction↓20% + Km_trust_economy↓20%,2,0,1360,0.0,"k_trust_destruction, Km_trust_economy","20%, 20%",6000
k_trust_destruction↓20% + Km_trust_economy↓30%,2,0,1540,0.0,"k_trust_destruction, Km_trust_economy","20%, 30%",6000
k_trust_destruction↓30% + Km_trust_economy↓10%,2,0,1680,0.0,"k_trust_destruction, Km_trust_economy","30%, 10%",6000
k_trust_destruction↓30% + Km_trust_economy↓20%,2,0,1860,0.0,"k_trust_destruction, Km_trust_economy","30%, 20%",6000
k_trust_destruction↓30% + Km_trust_economy↓30%,2,0,2040,0.0,"k_trust_destruction, Km_trust_economy","30%, 30%",6000
k_trust_decay↓10% + k_degradation↓10%,2,0,1000,0.0,"k_trust_decay, k_degradation","10%, 10%",6000
k_trust_decay↓10% + k_degradation↓20%,2,0,1550,0.0,"k_trust_decay, k_degradation","10%, 20%",6000
Vmax_production↑20% + k_violence_weak↓20%,2,0,4400,0.0,"Vmax_production, k_violence_weak","20%, 20%",6000
k_trust_decay↓20% + k_degradation↓10%,2,0,1450,0.0,"k_trust_decay, k_degradation","20%, 10%",6000
k_trust_decay↓20% + k_degradation↓20%,2,0,2000,0.0,"k_trust_decay, k_degradation","20%, 20%",6000
Vmax_production↑20% + k_violence_weak↓30%,2,0,5100,0.0,"Vmax_production, k_violence_weak","20%, 30%",6000
k_trust_decay↓30% + k_degradation↓10%,2,0,1900,0.0,"k_trust_decay, k_degradation","30%, 10%",6000
k_trust_decay↓30% + k_degradation↓20%,2,0,2450,0.0,"k_trust_decay, k_degradation","30%, 20%",6000
Vmax_production↑30% + k_violence_weak↓10%,2,0,5200,0.0,"Vmax_production, k_violence_weak","30%, 10%",6000
k_trust_decay↓10% + k_violence_decay↑10%,2,0,850,0.0,"k_trust_decay, k_violence_decay","10%, 10%",6000
k_trust_decay↓10% + k_violence_decay↑20%,2,0,1250,0.0,"k_trust_decay, k_violence_decay","10%, 20%",6000
k_trust_decay↓10% + k_violence_decay↑30%,2,0,1650,0.0,"k_trust_decay, k_violence_decay","10%, 30%",6000
k_trust_decay↓20% + k_violence_decay↑10%,2,0,1300,0.0,"k_trust_decay, k_violence_decay","20%, 10%",6000
k_trust_decay↓20% + k_violence_decay↑20%,2,0,1700,0.0,"k_trust_decay, k_violence_decay","20%, 20%",6000
k_trust_decay↓20% + k_violence_decay↑30%,2,0,2100,0.0,"k_trust_decay, k_violence_decay","20%, 30%",6000
k_trust_decay↓30% + k_violence_decay↑10%,2,0,1750,0.0,"k_trust_decay, k_violence_decay","30%, 10%",6000
k_trust_decay↓30% + k_violence_decay↑20%,2,0,2150,0.0,"k_trust_decay, k_violence_decay","30%, 20%",6000
k_trust_decay↓30% + k_violence_decay↑30%,2,0,2550,0.0,"k_trust_decay, k_violence_decay","30%, 30%",6000
k_trust_decay↓10% + E_threshold↓10%,2,0,800,0.0,"k_trust_decay, E_threshold","10%, 10%",6000
k_trust_decay↓10% + E_threshold↓20%,2,0,1150,0.0,"k_trust_decay, E_threshold","10%, 20%",6000
k_trust_decay↓10% + E_threshold↓30%,2,0,1500,0.0,"k_trust_decay, E_threshold","10%, 30%",6000
k_trust_decay↓20% + E_threshold↓10%,2,0,1250,0.0,"k_trust_decay, E_threshold","20%, 10%",6000
k_trust_decay↓20% + E_threshold↓20%,2,0,1600,0.0,"k_trust_decay, E_threshold","20%, 20%",6000
k_trust_decay↓20% + E_threshold↓30%,2,0,1950,0.0,"k_trust_decay, E_threshold","20%, 30%",6000
k_trust_decay↓30% + E_threshold↓10%,2,0,1700,0.0,"k_trust_decay, E_threshold","30%, 10%",6000
k_trust_decay↓30% + E_threshold↓20%,2,0,2050,0.0,"k_trust_decay, E_threshold","30%, 20%",6000
k_trust_decay↓30% + E_threshold↓30%,2,0,2400,0.0,"k_trust_decay, E_threshold","30%, 30%",6000
k_trust_decay↓10% + T_threshold_weak_strong↓10%,2,0,750,0.0,"k_trust_decay, T_threshold_weak_strong","10%, 10%",6000
k_trust_decay↓10% + T_threshold_weak_strong↓20%,2,0,1050,0.0,"k_trust_decay, T_threshold_weak_strong","10%, 20%",6000
k_trust_decay↓10% + T_threshold_weak_strong↓30%,2,0,1350,0.0,"k_trust_decay, T_threshold_weak_strong","10%, 30%",6000
k_trust_decay↓20% + T_threshold_weak_strong↓10%,2,0,1200,0.0,"k_trust_decay, T_threshold_weak_strong","20%, 10%",6000
k_trust_decay↓20% + T_threshold_weak_strong↓20%,2,0,1500,0.0,"k_trust_decay, T_threshold_weak_strong","20%, 20%",6000
k_trust_decay↓20% + T_threshold_weak_strong↓30%,2,0,1800,0.0,"k_trust_decay, T_threshold_weak_strong","20%, 30%",6000
k_trust_decay↓30% + T_threshold_weak_strong↓10%,2,0,1650,0.0,"k_trust_decay, T_threshold_weak_strong","30%, 10%",6000
k_trust_decay↓30% + T_threshold_weak_strong↓20%,2,0,1950,0.0,"k_trust_decay, T_threshold_weak_strong","30%, 20%",6000
k_trust_decay↓30% + T_threshold_weak_strong↓30%,2,0,2250,0.0,"k_trust_decay, T_threshold_weak_strong","30%, 30%",6000
k_trust_decay↓10% + T_threshold_detached_weak↓10%,2,0,830,0.0,"k_trust_decay, T_threshold_detached_weak","10%, 10%",6000
k_trust_decay↓10% + T_threshold_detached_weak↓20%,2,0,1210,0.0,"k_trust_decay, T_threshold_detached_weak","10%, 20%",6000
k_trust_decay↓10% + T_threshold_detached_weak↓30%,2,0,1590,0.0,"k_trust_decay, T_threshold_detached_weak","10%, 30%",6000
k_trust_decay↓20% + T_threshold_detached_weak↓10%,2,0,1280,0.0,"k_trust_decay, T_threshold_detached_weak","20%, 10%",6000
k_trust_decay↓20% + T_threshold_detached_weak↓20%,2,0,1660,0.0,"k_trust_decay, T_threshold_detached_weak","20%, 20%",6000
k_trust_decay↓20% + T_threshold_detached_weak↓30%,2,0,2040,0.0,"k_trust_decay, T_threshold_detached_weak","20%, 30%",6000
k_trust_decay↓30% + T_threshold_detached_weak↓10%,2,0,1730,0.0,"k_trust_decay, T_threshold_detached_weak","30%, 10%",6000
k_trust_decay↓30% + T_threshold_detached_weak↓20%,2,0,2110,0.0,"k_trust_decay, T_threshold_detached_weak","30%, 20%",6000
k_trust_decay↓30% + T_threshold_detached_weak↓30%,2,0,2490,0.0,"k_trust_decay, T_threshold_detached_weak","30%, 30%",6000
k_trust_decay↓10% + detachment_threshold↑10%,2,0,770,0.0,"k_trust_decay, detachment_threshold","10%, 10%",6000
k_trust_decay↓10% + detachment_threshold↑20%,2,0,1090,0.0,"k_trust_decay, detachment_threshold","10%, 20%",6000
k_trust_decay↓10% + detachment_threshold↑30%,2,0,1410,0.0,"k_trust_decay, detachment_threshold","10%, 30%",6000
k_trust_decay↓20% + detachment_threshold↑10%,2,0,1220,0.0,"k_trust_decay, detachment_threshold","20%, 10%",6000
k_trust_decay↓20% + detachment_threshold↑20%,2,0,1540,0.0,"k_trust_decay, detachment_threshold","20%, 20%",6000
k_trust_decay↓20% + detachment_threshold↑30%,2,0,1860,0.0,"k_trust_decay, detachment_threshold","20%, 30%",6000
k_trust_decay↓30% + detachment_threshold↑10%,2,0,1670,0.0,"k_trust_decay, detachment_threshold","30%, 10%",6000
k_trust_decay↓30% + detachment_threshold↑20%,2,0,1990,0.0,"k_trust_decay, detachment_threshold","30%, 20%",6000
k_trust_decay↓30% + detachment_threshold↑30%,2,0,2310,0.0,"k_trust_decay, detachment_threshold","30%, 30%",6000
k_trust_decay↓10% + k_resource_depletion↓10%,2,0,700,0.0,"k_trust_decay, k_resource_depletion","10%, 10%",6000
k_trust_decay↓10% + k_resource_depletion↓20%,2,0,950,0.0,"k_trust_decay, k_resource_depletion","10%, 20%",6000
k_trust_decay↓10% + k_resource_depletion↓30%,2,0,1200,0.0,"k_trust_decay, k_resource_depletion","10%, 30%",6000
k_trust_decay↓20% + k_resource_depletion↓10%,2,0,1150,0.0,"k_trust_decay, k_resource_depletion","20%, 10%",6000
k_trust_decay↓20% + k_resource_depletion↓20%,2,0,1400,0.0,"k_trust_decay, k_resource_depletion","20%, 20%",6000
k_trust_decay↓20% + k_resource_depletion↓30%,2,0,1650,0.0,"k_trust_decay, k_resource_depletion","20%, 30%",6000
k_trust_decay↓30% + k_resource_depletion↓10%,2,0,1600,0.0,"k_trust_decay, k_resource_depletion","30%, 10%",6000
k_trust_decay↓30% + k_resource_depletion↓20%,2,0,1850,0.0,"k_trust_decay, k_resource_depletion","30%, 20%",6000
k_trust_decay↓30% + k_resource_depletion↓30%,2,0,2100,0.0,"k_trust_decay, k_resource_depletion","30%, 30%",6000
k_trust_decay↓10% + k_economic_decay↓10%,2,0,670,0.0,"k_trust_decay, k_economic_decay","10%, 10%",6000
k_trust_decay↓10% + k_economic_decay↓20%,2,0,890,0.0,"k_trust_decay, k_economic_decay","10%, 20%",6000
k_trust_decay↓10% + k_economic_decay↓30%,2,0,1110,0.0,"k_trust_decay, k_economic_decay","10%, 30%",6000
k_trust_decay↓20% + k_economic_decay↓10%,2,0,1120,0.0,"k_trust_decay, k_economic_decay","20%, 10%",6000
k_trust_decay↓20% + k_economic_decay↓20%,2,0,1340,0.0,"k_trust_decay, k_economic_decay","20%, 20%",6000
k_trust_decay↓20% + k_economic_decay↓30%,2,0,1560,0.0,"k_trust_decay, k_economic_decay","20%, 30%",6000
